system:index,crop_id,crop_type,crop_yn,district,intercrop,label,maize,maizeProb,maizeYield,maizeYieldAdj_optimalClass,maizeYield_majorityClass,maize_mono,majorityClass,optimalClass,pct_primary_crop,random_order,season,set,sos_actual,type_int,yield_acre,yield_kg_ha,yield_kg_ha_sqrt,.geo
2022_Season_B_2022_Season_B_000000000000000074bd,oaf_20377,nonmaize_annual,crop,43.0,0.0,clb,0,0.21765299141407013,3804.2294921875,-999,-999,0.0,2.0,2.0,100.0,29885,2022_Season_B,training,20220301,1,533.54327,1318.38542017,36.30957752673528,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_000000000000000074f6,oaf_21940,nonmaize_annual,crop,42.0,0.0,clb,0,0.21114999055862427,3543.21240234375,-999,-999,0.0,2.0,2.0,100.0,29942,2022_Season_B,training,20220301,1,809.3800048828125,1999.9779800000001,44.72111335823383,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_000000000000000074f7,oaf_16484,nonmaize_annual,crop,55.0,0.0,clb,0,0.024200890213251114,2457.97705078125,-999,-999,0.0,2.0,2.0,100.0,29943,2022_Season_B,training,20220301,1,1327.3831787109375,3279.9638872,57.270968973817794,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007529,oaf_17487,nonmaize_annual,crop,31.0,0.0,clb,0,0.14757227897644043,2702.30712890625,-999,-999,0.0,2.0,2.0,100.0,29993,2022_Season_B,training,20220301,1,1059.90234375,2619.0185833,51.17634788943033,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007536,oaf_17920,nonmaize_annual,crop,43.0,0.0,clb,0,0.1365603804588318,3659.6650390625,-999,-999,0.0,2.0,2.0,100.0,30006,2022_Season_B,training,20220301,1,1423.6995000000002,3517.9614645000006,59.31240565429799,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007538,oaf_19977,nonmaize_annual,crop,32.0,0.0,clb,0,0.41345447301864624,2770.32666015625,-999,-999,0.0,2.0,2.0,100.0,30008,2022_Season_B,training,20220301,1,569.80353,1407.9845226300001,37.52311984137247,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007540,oaf_23579,nonmaize_annual,crop,27.0,0.0,clb,0,0.13317973911762238,3701.15673828125,-999,-999,0.0,2.0,2.0,100.0,30016,2022_Season_B,training,20220301,1,161.87601,399.99562071,19.99989051745034,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007555,oaf_19051,nonmaize_annual,crop,44.0,0.0,clb,0,0.13076846301555634,3656.09521484375,-999,-999,0.0,2.0,2.0,100.0,30037,2022_Season_B,testing,20220301,1,1044.1002197265625,2579.9715942000003,50.79342077671084,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_0000000000000000758d,oaf_16598,nonmaize_annual,crop,43.0,0.0,clb,0,0.04476151242852211,4701.18310546875,-999,-999,0.0,2.0,2.0,100.0,30093,2022_Season_B,training,20220301,1,409.2225341796875,1011.18887163,31.799196084649687,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007591,oaf_14246,nonmaize_annual,crop,43.0,0.0,clb,0,0.08560946583747864,3918.56982421875,-999,-999,0.0,2.0,2.0,100.0,30097,2022_Season_B,training,20220301,1,1190.5980224609375,2941.967658,54.239908351692485,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007599,oaf_22365,nonmaize_annual,crop,26.0,0.0,clb,0,0.0895242840051651,2984.16162109375,-999,-999,0.0,2.0,2.0,100.0,30105,2022_Season_B,training,20220301,1,777.0048200000001,1919.9789102200004,43.81756394666413,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_0000000000000000759c,oaf_19626,nonmaize_annual,crop,36.0,0.0,clb,0,0.05687149614095688,1973.972412109375,-999,-999,0.0,2.0,2.0,100.0,30108,2022_Season_B,training,20220301,1,809.3800048828125,1999.9779800000001,44.72111335823383,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_000000000000000075c5,oaf_14119,nonmaize_annual,crop,25.0,0.0,clb,0,0.12891444563865662,3072.7021484375,-999,-999,0.0,2.0,2.0,100.0,30149,2022_Season_B,training,20220301,1,379.59921,937.9896479100001,30.62661665790069,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007622,oaf_24277,nonmaize_annual,crop,43.0,0.0,clb,0,0.3814321756362915,4056.0517578125,1535.3720703125,-999,0.0,2.0,1.0,100.0,30242,2022_Season_B,testing,20220301,1,1185.74169921875,2929.9677407000004,54.1291764273206,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007626,oaf_16323,nonmaize_annual,crop,43.0,0.0,clb,0,0.09054659307003021,3264.53759765625,-999,-999,0.0,2.0,2.0,100.0,30246,2022_Season_B,training,20220301,1,809.3800048828125,1999.9779800000001,44.72111335823383,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007652,oaf_14309,nonmaize_annual,crop,45.0,0.0,clb,0,0.5353046655654907,4272.9033203125,1094.02001953125,4272.9033203125,0.0,1.0,1.0,100.0,30290,2022_Season_B,training,20220301,1,971.2559800000001,2399.9735265800005,48.98952466170702,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_0000000000000000766b,oaf_18301,nonmaize_annual,crop,45.0,0.0,clb,0,0.11398953944444656,3371.9814453125,-999,-999,0.0,2.0,2.0,100.0,30315,2022_Season_B,training,20220301,1,809.3800048828125,1999.9779800000001,44.72111335823383,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_000000000000000076c2,oaf_15141,nonmaize_annual,crop,43.0,0.0,clb,0,0.07336895167827606,3268.6533203125,-999,-999,0.0,8.0,8.0,100.0,30402,2022_Season_B,training,20220301,1,485.62799000000007,1199.9867632900002,34.64082509539864,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_000000000000000076c6,oaf_20349,nonmaize_annual,crop,44.0,0.0,clb,0,0.4475097358226776,3328.7978515625,999.305908203125,-999,0.0,2.0,1.0,100.0,30406,2022_Season_B,training,20220301,1,706.5886800000001,1745.9806282800002,41.7849330295024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_000000000000000076e2,oaf_19001,nonmaize_annual,crop,43.0,0.0,clb,0,0.14381231367588043,3951.00634765625,-999,-999,0.0,2.0,2.0,100.0,30434,2022_Season_B,training,20220301,1,633.7445100000001,1565.9826842100003,39.57249908977193,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007713,oaf_23418,nonmaize_annual,crop,44.0,0.0,clb,0,0.23696213960647583,3962.05029296875,-999,-999,0.0,2.0,2.0,100.0,30483,2022_Season_B,training,20220301,1,647.5040300000001,1599.9824581300002,39.999780726023985,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007726,oaf_23161,nonmaize_annual,crop,25.0,0.0,clb,0,0.32080763578414917,3113.39404296875,-999,-999,0.0,2.0,2.0,100.0,30502,2022_Season_B,testing,20220301,1,404.69000244140625,999.9889900000001,31.622602517819434,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_0000000000000000776f,oaf_18668,nonmaize_annual,crop,42.0,0.0,clb,0,0.2910863161087036,3804.291015625,-999,-999,0.0,2.0,2.0,100.0,30575,2022_Season_B,training,20220301,1,566.5659800000001,1399.9845365800002,37.41636722852714,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_000000000000000077a0,oaf_14808,nonmaize_annual,crop,55.0,0.0,clb,0,0.10494544357061386,3499.05224609375,-999,-999,0.0,2.0,2.0,100.0,30624,2022_Season_B,training,20220301,1,213.67633056640625,527.9942114300001,22.978124628219774,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_000000000000000077a2,oaf_14886,nonmaize_annual,crop,43.0,0.0,clb,0,0.2046145647764206,4668.59326171875,-999,-999,0.0,2.0,2.0,100.0,30626,2022_Season_B,training,20220301,1,969.9609985351562,2396.773631,48.95685479072364,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_0000000000000000781f,oaf_22151,nonmaize_annual,crop,41.0,0.0,clb,0,0.3116011917591095,2739.60302734375,-999,-999,0.0,2.0,2.0,100.0,30751,2022_Season_B,testing,20220301,1,183.45947265625,453.32835037000007,21.29150887959799,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_0000000000000000783e,oaf_22990,nonmaize_annual,crop,23.0,0.0,clb,0,0.06268864870071411,3302.27734375,-999,-999,0.0,2.0,2.0,100.0,30782,2022_Season_B,testing,20220301,1,809.3800048828125,1999.9779800000001,44.72111335823383,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007885,oaf_20189,nonmaize_annual,crop,43.0,0.0,clb,0,0.1882135570049286,3771.8037109375,-999,-999,0.0,2.0,2.0,100.0,30853,2022_Season_B,training,20220301,1,539.8564453125,1333.98528795,36.52376333224713,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_000000000000000078cd,oaf_20299,nonmaize_annual,crop,55.0,0.0,clb,0,0.15930382907390594,3157.71826171875,-999,-999,0.0,2.0,2.0,100.0,30925,2022_Season_B,training,20220301,1,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_000000000000000078d2,oaf_13999,nonmaize_annual,crop,42.0,0.0,clb,0,0.30543041229248047,4127.79541015625,-999,-999,0.0,2.0,2.0,100.0,30930,2022_Season_B,training,20220301,1,1214.0699,2999.9667229,54.77195197270223,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_0000000000000000792d,oaf_13849,nonmaize_annual,crop,42.0,0.0,clb,0,0.20347417891025543,3766.34521484375,-999,-999,0.0,2.0,2.0,100.0,31021,2022_Season_B,training,20220301,1,971.2559800000001,2399.9735265800005,48.98952466170702,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007942,oaf_19786,nonmaize_annual,crop,28.0,0.0,clb,0,0.09854297339916229,1680.54638671875,-999,-999,0.0,2.0,2.0,100.0,31042,2022_Season_B,testing,20220301,1,1275.4210205078125,3151.5652910000003,56.13880379024833,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_0000000000000000794c,oaf_15731,nonmaize_annual,crop,25.0,0.0,clb,0,0.12730108201503754,4369.98193359375,-999,-999,0.0,2.0,2.0,100.0,31052,2022_Season_B,training,20220301,1,602.21729,1488.0789235900002,38.57562602978726,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007965,oaf_21527,nonmaize_annual,crop,42.0,0.0,clb,0,0.32705363631248474,4565.28515625,-999,-999,0.0,2.0,2.0,100.0,31077,2022_Season_B,training,20220301,1,520.3156700000001,1285.70002057,35.856659361546775,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_0000000000000000797f,oaf_21278,nonmaize_annual,crop,25.0,0.0,clb,0,0.6379547715187073,3446.9931640625,1109.3570556640625,3446.9931640625,0.0,1.0,1.0,100.0,31103,2022_Season_B,training,20220301,1,231.25143000000003,571.4222835300001,23.904440665491425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_000000000000000079ab,oaf_19395,nonmaize_annual,crop,42.0,0.0,clb,0,0.7425220608711243,4186.68408203125,963.836669921875,4186.68408203125,0.0,1.0,1.0,100.0,31147,2022_Season_B,training,20220301,1,404.69000244140625,999.9889900000001,31.622602517819434,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007a17,oaf_20591,nonmaize_annual,crop,43.0,0.0,clb,0,0.827666163444519,4016.62353515625,1520.447021484375,4016.62353515625,0.0,1.0,1.0,100.0,31255,2022_Season_B,testing,20220301,1,535.00018,1321.98544478,36.35911776679957,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007a48,oaf_17353,nonmaize_annual,crop,27.0,0.0,clb,0,0.13218232989311218,3224.5341796875,-999,-999,0.0,2.0,2.0,100.0,31304,2022_Season_B,training,20220301,1,578.1285400390625,1428.5556223400001,37.79623820355671,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007a51,oaf_20680,nonmaize_annual,crop,25.0,0.0,clb,0,0.4167673885822296,2586.939453125,-999,-999,0.0,2.0,2.0,100.0,31313,2022_Season_B,training,20220301,1,388.50241000000005,959.9894551100002,30.983696601761388,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007a57,oaf_25047,nonmaize_annual,crop,33.0,1.0,clb,0,0.33494681119918823,1957.261474609375,800.1011962890625,-999,0.0,2.0,1.0,100.0,31319,2022_Season_B,training,20220301,1,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007a6b,oaf_20052,nonmaize_annual,crop,55.0,0.0,clb,0,0.21844777464866638,2317.9453125,-999,-999,0.0,2.0,2.0,100.0,31339,2022_Season_B,training,20220301,1,461.34659000000005,1139.9874238900002,33.763699795638516,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007a76,oaf_20176,nonmaize_annual,crop,43.0,0.0,clb,0,0.39639320969581604,3918.7353515625,1483.3924560546875,3918.7353515625,0.0,1.0,1.0,100.0,31350,2022_Season_B,testing,20220301,1,1379.18359375,3407.9626756000002,58.3777583982119,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007ab9,oaf_20033,nonmaize_annual,crop,44.0,0.0,clb,0,0.09253837913274765,5268.80322265625,-999,-999,0.0,2.0,2.0,100.0,31417,2022_Season_B,training,20220301,1,647.5040300000001,1599.9824581300002,39.999780726023985,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007ac7,oaf_14809,nonmaize_annual,crop,45.0,0.0,clb,0,0.5600561499595642,4014.8994140625,1027.9615478515625,4014.8994140625,0.0,1.0,1.0,100.0,31431,2022_Season_B,testing,20220301,1,809.3800048828125,1999.9779800000001,44.72111335823383,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007ae5,oaf_15482,nonmaize_annual,crop,55.0,0.0,clb,0,0.05842215567827225,1989.30908203125,-999,-999,0.0,2.0,2.0,100.0,31461,2022_Season_B,testing,20220301,1,506.67191,1251.98628961,35.383418286112494,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007af3,oaf_20310,nonmaize_annual,crop,42.0,0.0,clb,0,0.38502955436706543,4078.8857421875,-999,-999,0.0,2.0,2.0,100.0,31475,2022_Season_B,training,20220301,1,485.62799000000007,1199.9867632900002,34.64082509539864,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007b07,oaf_14537,nonmaize_annual,crop,45.0,0.0,clb,0,0.3772188723087311,3948.23974609375,-999,-999,0.0,2.0,2.0,100.0,31495,2022_Season_B,training,20220301,1,1059.90234375,2619.0185833,51.17634788943033,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007b33,oaf_23376,nonmaize_annual,crop,44.0,0.0,clb,0,0.12863364815711975,3168.60791015625,-999,-999,0.0,2.0,2.0,100.0,31539,2022_Season_B,training,20220301,1,679.8791500000001,1679.9813796500002,40.98757591819746,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007b8f,oaf_13602,nonmaize_annual,crop,55.0,0.0,clb,0,0.04818640649318695,2476.48291015625,-999,-999,0.0,2.0,2.0,100.0,31631,2022_Season_B,training,20220301,1,183.72926330566406,453.99500146,21.307158455786638,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007bad,oaf_15044,nonmaize_annual,crop,44.0,0.0,clb,0,0.020369242876768112,3072.68408203125,-999,-999,0.0,2.0,2.0,100.0,31661,2022_Season_B,training,20220301,1,380.40857000000005,939.9895764700002,30.659249444009554,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007bee,oaf_16516,nonmaize_annual,crop,55.0,0.0,clb,0,0.10328193008899689,3076.169921875,-999,-999,0.0,2.0,2.0,100.0,31726,2022_Season_B,testing,20220301,1,1209.2137451171875,2987.9670527000003,54.66230010436809,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007bf7,oaf_24238,nonmaize_annual,crop,42.0,0.0,clb,0,0.30569031834602356,2700.36083984375,-999,-999,0.0,2.0,2.0,100.0,31735,2022_Season_B,training,20220301,1,647.5040300000001,1599.9824581300002,39.999780726023985,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007c20,oaf_22207,nonmaize_annual,crop,45.0,0.0,clb,0,0.2165447622537613,3105.2685546875,-999,-999,0.0,2.0,2.0,100.0,31776,2022_Season_B,training,20220301,1,578.1285400390625,1428.5556223400001,37.79623820355671,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007c36,oaf_19909,nonmaize_annual,crop,45.0,0.0,clb,0,0.10391877591609955,3527.0126953125,-999,-999,0.0,2.0,2.0,100.0,31798,2022_Season_B,training,20220301,1,971.2559800000001,2399.9735265800005,48.98952466170702,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007c8e,oaf_14491,nonmaize_annual,crop,25.0,0.0,clb,0,0.02596309594810009,2251.7314453125,-999,-999,0.0,4.0,4.0,100.0,31886,2022_Season_B,training,20220301,1,317.970703125,785.7055997000001,28.030440590543705,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007cbd,oaf_24339,nonmaize_annual,crop,37.0,0.0,clb,0,0.08823289722204208,1865.476318359375,-999,-999,0.0,2.0,2.0,100.0,31933,2022_Season_B,testing,20220301,1,348.03342000000004,859.9905808200001,29.325596001104564,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007d2e,oaf_17975,nonmaize_annual,crop,45.0,0.0,clb,0,0.1188865527510643,4161.771484375,-999,-999,0.0,2.0,2.0,100.0,32046,2022_Season_B,training,20220301,1,963.5476684570312,2380.92629257,48.79473632032455,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007d4c,oaf_19662,nonmaize_annual,crop,44.0,0.0,clb,0,0.2643486261367798,3075.37255859375,-999,-999,0.0,2.0,2.0,100.0,32076,2022_Season_B,training,20220301,1,444.34961000000004,1097.9878863100002,33.135900264064055,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007d64,oaf_21299,nonmaize_annual,crop,26.0,0.0,clb,0,0.053522173315286636,2252.376220703125,-999,-999,0.0,2.0,2.0,100.0,32100,2022_Season_B,training,20220301,1,19.425119,47.999469049,6.928164912081698,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007d6a,oaf_22482,nonmaize_annual,crop,42.0,0.0,clb,0,0.08030859380960464,3857.7412109375,-999,-999,0.0,2.0,2.0,100.0,32106,2022_Season_B,training,20220301,1,921.074462890625,2275.97499066,47.70717965526782,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007d7a,oaf_20771,nonmaize_annual,crop,44.0,0.0,clb,0,0.41153427958488464,3255.6845703125,-999,-999,0.0,2.0,2.0,100.0,32122,2022_Season_B,training,20220301,1,289.06427001953125,714.2778111700001,26.725976337077007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007db2,oaf_23651,nonmaize_annual,crop,44.0,0.0,clb,0,0.10323892533779144,2635.43359375,-999,-999,0.0,2.0,2.0,100.0,32178,2022_Season_B,training,20220301,1,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007df6,oaf_13560,nonmaize_annual,crop,43.0,0.0,clb,0,0.033065058290958405,4508.65185546875,-999,-999,0.0,2.0,2.0,100.0,32246,2022_Season_B,training,20220301,1,760.00787,1877.97944677,43.33566022076968,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007e3c,oaf_23654,nonmaize_annual,crop,37.0,0.0,clb,0,0.22831326723098755,2411.81494140625,-999,-999,0.0,2.0,2.0,100.0,32316,2022_Season_B,training,20220301,1,485.62799000000007,1199.9867632900002,34.64082509539864,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007e4a,oaf_15388,nonmaize_annual,crop,37.0,0.0,clb,0,0.07305526733398438,1724.5419921875,-999,-999,0.0,2.0,2.0,100.0,32330,2022_Season_B,training,20220301,1,590.8474100000001,1459.9839501100003,38.20973632609888,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007e74,oaf_24087,nonmaize_annual,crop,23.0,0.0,clb,0,0.020174389705061913,3519.54052734375,-999,-999,0.0,2.0,2.0,100.0,32372,2022_Season_B,testing,20220301,1,525.61139,1298.7857446900002,36.03867012932081,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007e94,oaf_23627,nonmaize_annual,crop,52.0,0.0,clb,0,0.18606893718242645,4107.40380859375,-999,-999,0.0,2.0,2.0,100.0,32404,2022_Season_B,training,20220301,1,1170.525390625,2892.3682634,53.780742495804205,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007ea6,oaf_18949,nonmaize_annual,crop,27.0,0.0,clb,0,0.06906015425920486,2665.83447265625,-999,-999,0.0,2.0,2.0,100.0,32422,2022_Season_B,training,20220301,1,1029.5313720703125,2543.9720894,50.43780416909523,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007eba,oaf_24233,nonmaize_annual,crop,37.0,0.0,clb,0,0.17594939470291138,1938.760009765625,-999,-999,0.0,2.0,2.0,100.0,32442,2022_Season_B,training,20220301,1,485.62799000000007,1199.9867632900002,34.64082509539864,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007ecd,oaf_16507,nonmaize_annual,crop,55.0,0.0,clb,0,0.21367953717708588,2458.748046875,-999,-999,0.0,2.0,2.0,100.0,32461,2022_Season_B,training,20220301,1,404.69000244140625,999.9889900000001,31.622602517819434,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007ed5,oaf_21242,nonmaize_annual,crop,43.0,0.0,clb,0,0.18474625051021576,4185.48681640625,-999,-999,0.0,2.0,2.0,100.0,32469,2022_Season_B,training,20220301,1,890.3179900000001,2199.9757532900003,46.903899126725065,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007ef2,oaf_18510,nonmaize_annual,crop,43.0,0.0,clb,0,0.3214665651321411,3984.71044921875,1508.3665771484375,-999,0.0,2.0,1.0,100.0,32498,2022_Season_B,training,20220301,1,770.52979,1903.9791110900003,43.63460909748133,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007ef5,oaf_20481,nonmaize_annual,crop,55.0,0.0,clb,0,0.07294531911611557,2708.44873046875,-999,-999,0.0,2.0,2.0,100.0,32501,2022_Season_B,training,20220301,1,380.40857000000005,939.9895764700002,30.659249444009554,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007ef9,oaf_15827,nonmaize_annual,crop,43.0,0.0,clb,0,0.15352848172187805,3688.96875,-999,-999,0.0,2.0,2.0,100.0,32505,2022_Season_B,training,20220301,1,104.72386169433594,258.77265806,16.086412218391025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007f06,oaf_20854,nonmaize_annual,crop,43.0,0.0,clb,0,0.07914748787879944,3612.76806640625,-999,-999,0.0,2.0,2.0,100.0,32518,2022_Season_B,training,20220301,1,998.77490234375,2467.9727779,49.678695412621295,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007f12,oaf_20323,nonmaize_annual,crop,41.0,0.0,clb,0,0.2980273365974426,3463.96630859375,-999,-999,0.0,2.0,2.0,100.0,32530,2022_Season_B,testing,20220301,1,619.9850463867188,1531.9830585500001,39.14055516404947,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007f32,oaf_13969,nonmaize_annual,crop,42.0,0.0,clb,0,0.13039207458496094,4045.736328125,-999,-999,0.0,2.0,2.0,100.0,32562,2022_Season_B,training,20220301,1,1295.0081,3199.9650151,56.56823326832826,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007f4d,oaf_16435,nonmaize_annual,crop,55.0,0.0,clb,0,0.08733613789081573,2301.515625,-999,-999,0.0,2.0,2.0,100.0,32589,2022_Season_B,training,20220301,1,708.20752,1749.9807819200003,41.832771626082824,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007f51,oaf_18809,nonmaize_annual,crop,43.0,0.0,clb,0,0.11432892084121704,3802.0908203125,-999,-999,0.0,2.0,2.0,100.0,32593,2022_Season_B,testing,20220301,1,566.5659800000001,1399.9845365800002,37.41636722852714,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007f72,oaf_18062,nonmaize_annual,crop,55.0,0.0,clb,0,0.04626888036727905,3384.587890625,-999,-999,0.0,2.0,2.0,100.0,32626,2022_Season_B,training,20220301,1,-999,-999,-999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_00000000000000007fd7,oaf_24133,nonmaize_annual,crop,43.0,0.0,clb,0,0.039522841572761536,2799.0576171875,-999,-999,0.0,2.0,2.0,100.0,32727,2022_Season_B,training,20220301,1,1295.0081,3199.9650151,56.56823326832826,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_0000000000000000801d,oaf_14222,nonmaize_annual,crop,44.0,0.0,clb,0,0.22100888192653656,2877.21728515625,-999,-999,0.0,2.0,2.0,100.0,32797,2022_Season_B,training,20220301,1,323.75201000000004,799.9912167100001,28.28411597893772,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_Season_B_2022_Season_B_0000000000000000801f,oaf_14456,nonmaize_annual,crop,37.0,0.0,clb,0,0.09289919584989548,2020.37841796875,-999,-999,0.0,2.0,2.0,100.0,32799,2022_Season_B,testing,20220301,1,550.37842,1359.98507582,36.87797548429143,"{""type"":""MultiPoint"",""coordinates"":[]}"
